_id,image_url,new_id,title,ingredients,servings,instructions,dairy_free,gluten_free,pescatarian,vegetarian,nut_free,cycle_phase,free_version,breakfast,lunch,dinner,snack
64d104d78a3a343dcd6556be,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Broccoli and Cashews_generated_64d104d78a3a343dcd6556be.jpeg,64d104d78a3a343dcd6556be,Chicken with Broccoli and Cashews,"['1 tb Cornstarch', '1/3 c Sherry or dry red wine', '1/3 c Soy sauce', '1/2 c Chicken broth', '1 1/2 ts Sesame oil', '3 tb Vegetable oil', '(or peanut oil)', '3 Boneless chicken breasts,', 'Skinned, cut into strips', '1/3 c Cashews', '1/2 c Broccoli florets', '7 oz Can bamboo shoots,', 'Drained and sliced', '6 Green onions,', 'Sliced diagonally']",4,"['Blend the cornstarch with the sherry and broth; set aside', 'Heat the sesame oil and vegetable oil in wok or heavy skillet, stir fry the chicken and cashews until the chicken is golden and the cashews are lightly browned', 'Add the broccoli, bamboo shoots and the green onions and stir fry for 3-4 minutes, til broccoli is cooked', 'Pour the cornstarch mix into the wok and stir until the sauce boils for a minute, stirring constantly to coat', 'Julie Michigan, USA']",True,False,False,False,False,Follicular,True,False,True,True,False
64d104d78a3a343dcd6556bf,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Cashew Curried Stir Fry_generated_64d104d78a3a343dcd6556bf.jpeg,64d104d78a3a343dcd6556bf,Chicken with Cashew Curried Stir Fry,"['3 tb Oil', '3 Cloves garlic, chopped fine', '1 tb Red curry paste', '1 tb Chili paste in bean oil', '1 lb Chicken breast, sliced bite size', '2 tb Fish sauce', '1/2 c Roasted cashew nuts.', '2 Stems green onions, sliced into small bits.']",1,"['Heat wok briefly', 'Add oil, coat sides of wok, then add garlic curry paste, and chili paste and cook until garlic starts to brown Add chicken and raise heat, and cook until chicken is done', 'Add the fish sauce and onion, and stir to blend', 'Remove from heat, and add cashews']",True,True,False,False,True,Follicular,True,False,True,True,False
64d104d68a3a343dcd65567a,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Celery Sauce_generated_64d104d68a3a343dcd65567a.jpeg,64d104d68a3a343dcd65567a,Chicken with Celery Sauce,"['4 Skinless; boneless chicken breasts', '1/2 c Flour; seasoned with salt and pepper', '3 tb Olive oil', '1 sm Onion; finely chopped', '1 cn Cream of celery soup', '1 c Milk', '1/2 ts Dried thyme', '1/4 ts Ground cumin']",4,"[""This is my family's favorite chicken recipe"", 'Dredge the chicken pieces in the flour, and brown thoroughly in the olive oil', 'Remove chicken from pan and saute onion in remaining oil(you can add more oil if necessary)until brown', 'Add celery soup, thyme and cumin plus salt and pepper to taste', 'Stir in milk, bring to a boil and then return chicken to pan', 'Cover and simmer over very low heat for 30 minutes, stirring often', 'Serve over rice', 'RECIPEINTERNET LIST SERVER']",False,False,False,False,True,Luteal,False,False,True,True,False
64d104d98a3a343dcd655708,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Chic Peas and Apricots_generated_64d104d98a3a343dcd655708.jpeg,64d104d98a3a343dcd655708,Chicken with Chic Peas and Apricots,"['4 lg Chicken breasts each cut', 'Into three pieces.', '1 Dried red chili.', '1 sm Cinnamon stick.', '5 ml 1 tsp cumin seeds.', '4 Green cardamom pods.', '8 Cloves', '25 Cm 1 inch piece fresh root', 'Ginger peeled and finely', 'Chopped', '2 Cloves of garlic crushed.', '100 g 4 oz dried no soak apricots', '150 ml 0,25 pt water.', '10 ml 2 tsp sunflower oil.', '1 lg Onion peeled and chopped.', '15 ml 1 tbsp Tomato pure.', '15 ml 1 tbsp white malt vinegar.', '10 ml 2 tsp sugar.', '400 g 14 oz canned chic peas', 'Drained']",4,"['Place the chicken in a large non-porous bowl', 'Put the chili, cinnamon, cumin, cardamom pods and cloves into a spice grinder and grind as fine as possible', 'Rub half the spice mixture into the chicken with half the ginger and garlic', 'Set aside for at least one hour', 'Cook the apricots in the water until tender', 'Leave to cool in the pan', 'Heat a wok', 'Add the oil and cook the onion for 7 minutes stirring frequently', 'Stir in the rest of the ginger and garlic and cook for a further minute', 'Remove the onion mixture', 'Add the chicken and cook for 3 minutes until lightly cooked', 'Add the remaining spice mixture and onion mixture and cook for a further 2 minutes', 'Stir in the tomato pure, vinegar, sugar, chic peas and apricots with the cooking juice', 'Cook for 15 minutes and serve', 'VARIATIONS Use 450 G or 1 lb leg of lamb chops instead of chicken', 'Cook for 30 minutes instead of 15 minutes at the end of cooking', 'Alternatively for the spices mix together a pinch of chili powder, 2,5 ml 0,5 tsp ground cinnamon 5 ml 1 tsp ground cumin 2,5 ml 0,5 tsp garam masala']",True,False,False,False,True,Ovulatory,True,False,True,True,False
64d104da8a3a343dcd65572f,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Cucumbers in Paprika Sauce_generated_64d104da8a3a343dcd65572f.jpeg,64d104da8a3a343dcd65572f,Chicken with Cucumbers in Paprika Sauce,"['2 Cucumbers; peeled and cut into 1/4-inch slices', '4 Whole chicken breasts; boned and cut into strips', '2 tb Paprika; divided', '2 oz Butter', '2 oz Oil', '1 sm Onion; finely diced', '4 oz White wine', '1 pt Whipping cream', 'Salt', 'Pepper', 'Lemon juice', 'Worcestershire sauce']",4,"['Blanch cucumbers in 2 quarts of boiling, salted water', 'Remove and refresh cucumbers in cold water', 'Season chicken strips with salt and 1 teaspoon paprika', 'Melt butter in skillet', 'Add oil', 'Allow to start browning and add diced onion', 'Stir', 'Add chicken and brown on all sides', 'Remove chicken from skillet and keep warm', 'Add paprika and cook for 2 minutes over moderate heat', 'Add white wine and reduce by half', 'Add whipping cream and reduce until thick', 'Season with salt, pepper, lemon juice and Worcestershire sauce to taste', 'Add chicken and cucumbers', 'Serve immediately', 'Yield: 4 servings']",False,True,False,False,True,Luteal,True,False,True,True,False
64d104d68a3a343dcd655688,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Jerusalem Artichoke and Lemon_generated_64d104d68a3a343dcd655688.jpeg,64d104d68a3a343dcd655688,Chicken with Jerusalem Artichoke and Lemon,"['1/2 lb Jerusalem artichokes', '1 Chicken, cut into pieces', '1/2 c Fresh lemon juice', '1/4 c Olive oil', '10 Garlic cloves', '6 Saffron threads', 'Salt and pepper', '20 Fresh basil leaves', '2 oz Pine nuts, toasted']",4,"['Peel the jerusalem artichokes', 'Peel and halve the garlic cloves', 'In a large pan, mix lemon juice and olive oil', 'Add the garlic halves, jerusalem artichokes and saffron threads', 'Add water to cover, and bring to boil over moderate heat', 'Add the chicken, season to taste, and cook 1 1/2 hours', 'Add basil, check seasonings, and cook another 10 minutes', 'Garnish with pine nuts, and serve with cooked rice']",True,False,False,False,False,Follicular,False,False,True,True,False
64d104d78a3a343dcd6556c0,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Lemon Grass and Cashews_generated_64d104d78a3a343dcd6556c0.jpeg,64d104d78a3a343dcd6556c0,Chicken with Lemon Grass and Cashews,"['2 sm Dried chilies', 'Oil', '1 Garlic clove, chopped', '1 lb Chicken, sliced', '1/2 ts Sugar', '1 tb Oyster sauce', '1 tb Fish sauce, Nuoc Mam', '3 tb Chicken stock, or water', '1/2 c Cashews, roasted unsalted', '1 tb Lemon grass, chopped', '2 Shallots, cut in quarters']",4,"['with a little oil, stir-fry the chilies until cookied evenly but not burnt, set aside', 'Fry the garlic, with a little more oil until gold, add the chicken, sugar, oyster sauce and fish sauce', 'Fry until chicken is browned, lower the heat and add your liquid', 'Cook for few more minutes', 'When the chicken is completely cooked add the nuts, lemon grass, shallots and chilies carefully', ""don't break the chilies""]",True,True,False,False,False,Follicular,True,False,True,True,False
64d104d98a3a343dcd655720,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Lime and Spices_generated_64d104d98a3a343dcd655720.jpeg,64d104d98a3a343dcd655720,Chicken with Lime and Spices,"['4 Chicken breast fillets', '2 tb Olive oil', '3 tb Lime juice', '1 ts Ground coriander', '1 ts Ground cumin', '1/2 ts Turmeric', '1 tb Chopped fresh mint']",4,"['Cut the chicken fillets into 1', '5 cm strips', 'Make the marinade by combining the remaining ingredients except the olive oil in a small bowl', 'Add the chicken and marinade for at least 7 hours but preferably overnight turning occasionally', 'Drain the chicken and reserve the marinade', 'Heat the olive oil in a medium pan; add chicken and cook over a high heat for 5-10 minutes or until lightly browned and tender; stir in the reserved marinade']",True,True,False,False,True,Follicular,False,False,True,True,False
64d104d98a3a343dcd6556f9,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken with Roasted Pears And Wild Rice_generated_64d104d98a3a343dcd6556f9.jpeg,64d104d98a3a343dcd6556f9,Chicken with Roasted Pears And Wild Rice,"['2 1/2 c Wild Rice', '2 1/3 c Apple Juice', '1 1/2 c Low-Salt Chicken Broth', '1 tb Olive Oil', '2 lb Boneless Skinless Chicken Breast Halves; Cut Into Bits', '1 c Sliced Green Onions', '4 sm Bosc Pears; Cored And Sliced', 'Vegetable Cooking Spray', '1 c Dried Cranberries', '1 tb Sugar', '3/4 ts Salt', '3/4 ts Ground Cinnamon']",8,"['Combine first 3 ingredients in a large saucepan, and bring to a boil', 'Cover, reduce heat, and simmer rice mixture for 20 minutes', 'Heat oil in a large skillet over medium-high heat', 'Add chicken and onions, sauté 8 minutes or until chicken is done', 'Preheat oven to 450°', 'Arrange pear slices in a single layer on baking hseets coated with cooking spray', 'Bake pear slices at 450° for 10 minutes or until tender', 'Combine rice mixture, chicken mixture, pears, cranberries, sugar, salt, and cinnamon in a large bowl', 'Toss gently']",True,True,False,False,True,Menstrual,True,False,True,True,False
64d104d38a3a343dcd655611,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Asparagus_Casserole_generated_64d104d38a3a343dcd655611.jpeg,64d104d38a3a343dcd655611,Chicken-Asparagus Casserole,"['12 sl Cooked chicken or turkey', '2 cn Asparagus spears', '3 c Mushroom soup', '1 c Half-and-half', '1 ts Curry powder', '4 tb Chopped pimento', '4 tb Grated Parmesan cheese', 'Tabasco sauce to taste', 'Paprika']",6,"['Place asparagus to cover the bottom of a greased baking dish', 'Arrange chicken or turkey slices over it', 'Combine soup, cream, curry powder and Tabasco sauce; heat, stirring constantly until smooth', 'Add pimento and pour over chicken and asparagus', 'Sprinkle with cheese and paprika', 'Bake in a 400 degree oven for 15 minutes', 'Serves 6 to 8', 'For economy, you may use leftover roasted turkey (2 cups) cut in bitesize pieces and asparagus pieces']",False,True,False,False,True,Ovulatory,False,False,True,True,False
64d104d38a3a343dcd655612,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Asparagus_Rolls_generated_64d104d38a3a343dcd655612.jpeg,64d104d38a3a343dcd655612,Chicken-Asparagus Rolls,"['12 Fresh Asparagus Spears', '4 (4 0Z.) Boned, Skinned', 'Chicken Breast Halves', '1/4 c (1 Oz.) Shredded Swiss', '2 c Sliced Mushrooms', '3 tb Chablis OR White Dry Wine', '1 ts Lime Juice', '1/2 tb Dried Whole Tarragon', '1 ts Minced Fresh Parsley']",4,"['Snap Off Tough Ends Of Asparagus, Remove Scales With Vegetable Peeler', 'Set Aside', 'Trim Fat From Chicken', 'Place Each Breast Between Wax Paper & Flatten To 1/4 in', 'Thickness', 'Place 3 Asparagus Spears On Each Chicken Breast; Top With 1 T', 'Cheese', 'Roll Up Lengthwise; Secure With Wooden Picks', 'Place Seam Side Down in A 10 Inch Glass Pie Plate Coatedwith Cooking Spray', 'Cover With Plastic Wrap, Venting One Corner', 'Microwave At High 5 To 6 Min', 'OR Until Done', 'Let Chicken Rolls Stand Covered 5 Min', 'Combine Mushrooms & Wine, Lime Juice & Tarragon in A 1 Qt', 'Glass Measure', 'Microwave At High 2-3 Min', 'Stirring Once', 'Stir in Parsley', 'To Serve, Remove Chicken Rolls From Cooking Liquid, Spoon Mushroom Sauce Over Rolls', 'About 194 Calories Per Roll And 1/4 C', 'Sauce', '(Fat 6', 'Chol', '79']",False,True,False,False,True,Ovulatory,False,False,True,True,False
64d104d38a3a343dcd655610,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Asparagus_and_Red_Pepper_generated_64d104d38a3a343dcd655610.jpeg,64d104d38a3a343dcd655610,"Chicken, Asparagus and Red Pepper","['1 lb Boned,skinned chicken breast', '2 tb Finely minced fresh ginger', '2 md Garlic cloves peeled and minced', '2 tb Soy sauce', '2 tb Sweet port, sherry, OR Madeira', '3 tb Sesame oil', '1 ts Chili oil', '1 1/2 lb Asparagus', '1 md Yellow onion', '1 md Red bell pepper', '1 ts Cornstarch; blended with', '1/4 c Chicken broth']",4,"['POUND THE CHICKEN BREASTS as you would for scaloppine, then slice them crosswise at 1/2-inch intervals', 'Marinate chicken for 30 minutes at room temperature in a mixture of the ginger, garlic, soy sauce, port and 1 tablespoon of the sesame oil', 'Trim the coarse stem ends from the asparagus', 'Peel the asparagus and slice them crosswise, slightly on the diagonal, into 1-inch lengths', 'Peel and halve the onion, then cut each half into thin slices', 'Core, seed and slice the red bell pepper lengthwise into 1/4-inch strips', 'Set a wok or large skillet over high heat', 'Add the chili oil and 1 tablespoon of the remaining sesame oil and heat the oil for about 1 minute, until ripples appear on the wok bottom', 'Add the onion and red pepper and stir-fry the mixture for 1 minute', 'Cover the wok and allow the mixture to steam for 1 minute', 'Using a slotted spoon, remove the vegetables from the wok to a heatproof plate', 'Add the remaining sesame oil to the wok, pour in the chicken and marinade, and stir-fry over high heat for 2 minutes', 'Blend in the cornstarch mixture, stirring it for about 1 minute, until the sauce has thickened and becomes clear', 'Return the vegetables to the wok, toss the mixture lightly for about 30 seconds, and serve', 'Accompany the chicken with fluffy boiled rice']",True,False,False,False,True,Ovulatory,True,False,True,True,False
64d104ca8a3a343dcd65547e,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Avocado_Salad_generated_64d104ca8a3a343dcd65547e.jpeg,64d104ca8a3a343dcd65547e,Chicken-Avocado Salad,"['2 c Finely chopped cold cooked chicken', '1/2 c Finely chopped celery', 'Salt and pepper', '1 tb Fresh lemon juice', '1 ds Hot pepper sauce', '1/2 c Mayonnaise', '2 lg Ripe avocados', '2 Hard cooked eggs; sliced']",4,"['combine all ingredients except avocados and eggs', 'Have avocadoes and remove seeds', 'Scoop out pulp and reserve avacado shell', 'Dice pulp and add to chicken mixture', 'fill chells with mixture', 'top with egg slices', 'serves 4 Enjoy, Lei Recipe Archive - 5 August 96']",True,True,False,False,True,Follicular,True,False,True,True,False
64d104ca8a3a343dcd65547d,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Avocado_and_Papaya_Salad_with_Passion_Fruit_Dressi_generated_64d104ca8a3a343dcd65547d.jpeg,64d104ca8a3a343dcd65547d,"Chicken, Avocado and Papaya Salad with Passion Fruit Dressi","['6 Halves poached boneless', 'Chicken breasts', '2 Peeled & thinly sliced ripe', 'Papayas', '2 Peeled & thinly sliced ripe', 'Avocados', '4 tb Fresh lime juice', 'Pulp of 1 ripe passionfruit', '1/2 c Vegetable oil', 'Finely grated peel of 1', 'Lime', 'Salt & pepper', '2 3 Tbls. honey', '1/2 c Coarsely chopped pecans']",1,"['Line 6 salad plates with lettuce', 'Trim any fat remaining on chicken', 'Cut chicken into bite sized pieces', 'Alternate chicken, avocado & papaya on plates', 'Whisk together lime juice, pulp, oil, peel, salt & pepper & honey', 'Spoon dressing over each salad', 'Sprinkle with pecans', 'Serve immediately']",True,True,False,False,False,Follicular,True,False,True,True,False
64d104c98a3a343dcd655456,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Barley_Soup_generated_64d104c98a3a343dcd655456.jpeg,64d104c98a3a343dcd655456,Chicken-Barley Soup,"['1 Chicken;, (3 lb.) cut into eights', '2 tb Oil', '11 c Water', '3 md Onions; sliced', '3 ts Salt', '1/2 ts Pepper', '1 c Medium barley', '2 c Diced celery', '1/4 c Minced parsley', '4 md Carrots; sliced', '1 md Parsnip; diced', '1 c Sliced fresh mushrooms', '1 pk (10 oz.) frozen peas']",8,"['This is one of my very favorite soup recipes', ""It is as close as I have come to duplicating a soup served at a restaurant called Annie's that was in the Congress Hotel in Chicago about five years ago"", 'The recipe is a bit more work than your typical chicken soup, but it is worth it', 'Clean chicken and remove excess fat', 'Pat dry with paper towels', 'In an 8-quart pot, over medium high heat, brown chicken in oil', 'Remove chicken and place in a large bowl', 'Discard fat remaining in pot', 'Return chicken pieces to pot and add water, onions, salt, and pepper', 'Rinse barley with running cold water', 'Add to soup', 'Bring soup to a boil', 'Lower flame, cover, and simmer for 1 1/2 hours or until chicken is fork-tender, stirring occasionally', 'Remove chicken to a large bowl and refrigerate 30 minutes or until easy to handle', 'Remove chicken bones and skin and cut meat into bite-size pieces', 'Skim fat from broth', 'Add chicken, celery, parsley, carrots, parsnip, mushrooms, and peas', 'Bring soup to a boil', 'Lower flame, cover, and simmer 40 minutes', 'Serve hot']",True,False,False,False,True,Follicular,True,False,True,True,False
64d104c98a3a343dcd655453,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Black_Bean_and_Barley_Soup_generated_64d104c98a3a343dcd655453.jpeg,64d104c98a3a343dcd655453,"Chicken, Black Bean, and Barley Soup","['1 c Dried black beans', '4 Chicken legs; thighs and drumsticks', '1 Onion; quartered', '2 Celery ribs; chopped', '1/2 c Barley', '1/2 ts Dry mustard', '1/8 ts Cayenne pepper']",1,"['Prep: 15 min, Marinate: 1:00, Cook: 1:30', 'Cover beans with water in a saucepan', 'Bring to a boil and cook 3 minutes', 'Remove from heat, cover, and let stand 1 hour', 'Return pan to medium heat and add chicken, onion, and celery', 'Cook 1 hour', 'Remove chicken', 'Add barley and season with pepper to taste, mustard, and cayenne', 'Cook 30 minutes, until beans and barley are tender', 'Remove chicken from bones and shred', 'Return meat to soup', 'Season with salt to taste']",True,False,False,False,True,Follicular,True,False,True,True,False
64d104d08a3a343dcd65559d,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Broccoli_and_Cheddar_Loaf_generated_64d104d08a3a343dcd65559d.jpeg,64d104d08a3a343dcd65559d,"Chicken, Broccoli and Cheddar Loaf","['1 Loaf frozen bread dough (one-pound loaf) white or honey wheat', '2 c Cooked chicken, diced or ham or turkey', '1/2 Medium yellow onion finely diced', '1/4 ts Garlic powder', 'Salt and pepper to taste', '1 pk Frozen broccoli (10 oz pkg) thawed and well drained', '2 c Low far Cheddar cheese shredded']",1,"['Let frozen bread dough thaw until pliable', 'Meanwhile, prepare filling', 'In a medium size bowl, combine meat, onion, garlic, salt and pepper', 'Mix well', 'Set aside', 'On a lightly floured surface, roll dough out to a 14- by 9-inch rectangle', '(If dough shrinks back after rolling let dough rest a few minutes, then roll again', ') Evenly top dough with meat mixture lengthwise down center third of dough', 'Top with broccoli and cheese', 'Fold up sides of dough and seal', 'Place dough on a greased baking sheet seam side down', 'Bake in a preheated 375-degree oven for 30-40 minutes or until golden brown and sounds hollow when tapped on', 'Remove loaf pan from pan; cool on wire rack', 'Slice and serve']",False,False,False,False,True,Follicular,False,False,True,True,False
64d104d08a3a343dcd65559e,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Broccoli_and_Mushroom_Tortillas_generated_64d104d08a3a343dcd65559e.jpeg,64d104d08a3a343dcd65559e,"Chicken, Broccoli and Mushroom Tortillas","['1 lb Boneless; skinless chicken breast halves, lightly pounded', 'Salt', 'Freshly ground pepper', '2 tb Olive oil; divided', '1/2 ts Finely minced garlic', '1 pk (10 or 12 oz.) fresh mushrooms; sliced (about 3 cups)', '2 1/2 c Broccoli florets; (8 oz.)', '1/4 c Chicken broth', '1 tb Soy sauce', '2 ts Grated fresh ginger', '4 Flour; (8-inch) tortillas']",4,"['Total prep time: 28 minutes Degree of difficulty: Easy Low-fat 1', 'Sprinkle chicken with 1/2 teaspoon salt and 1/8 teaspoon pepper', 'Heat 1 tablespoon oil in large nonstick skillet over medium-high heat; add chicken and cook 4 to 5 minutes per side, until cooked through', 'Transfer to cutting board; cover and keep warm', 'Heat remaining 1 tablespoon of oil in skillet', 'Add garlic and cook 30 seconds', 'Stir in mushrooms', 'Sprinkle with 1/4 teaspoon salt and 1/8 teaspoon pepper; cook 1 minute', 'Add broccoli, chicken broth, soy sauce and ginger; cook 4 to 5 minutes until broccoli is tender and liquid has evaporated', 'Cut chicken into thin strips', 'Divide and arrange chicken and mushroom-and-broccoli mixture on one half of each tortilla; roll up', 'Makes 4 servings', 'PER SERVING Calories 340 Total Fat 11', '5 g Saturated Fat 1', '5 g Cholesterol 66 mg Sodium 1,008 mg Carbohydrates 26 g Protein 33 g']",True,False,False,False,True,Follicular,False,False,True,True,False
64d104ce8a3a343dcd65554f,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Corn_and_Zucchini_Saute_generated_64d104ce8a3a343dcd65554f.jpeg,64d104ce8a3a343dcd65554f,"Chicken, Corn, and Zucchini Saute","['JUDI M. PHELPS', '2 ts Olive oil', '1 oz Canadian bacon; diced', '1 Zucchini; cut into thin rounds', '1/2 lb Mushrooms; thinly sliced', '1 lb Boneless chicken breasts; skin removed, cut into large chunks', '1 tb Flour', '1/2 c Apple cider or', '1/2 c Natural apple juice', '1/2 ts Salt', '1 c Frozen corn kernels', '2 tb Fresh parsley; chopped optional']",4,"['In a large nonstick skillet, heat the oil until hot but not smoking over medium heat', 'Add the bacon, and cook until lightly crisped, about 2 minutes', 'Stir in the zucchini and mushrooms, cover, and cook until the vegetables begin to soften, about 5 minutes', 'Stir in the chicken and flour and cook, uncovered, stirring frequently, until the chicken is lightly browned, about 2 minutes', 'Add the cider and salt', 'Bring to a boil over medium-high heat, reduce to a simmer, cover, and cook until the chicken is cooked through, about 4 minutes', 'Stir in the corn and cook, uncovered, until the corn is just heated through, about 2 minutes longer', 'Spoon the chicken and vegetables onto 4 plates, sprinkle with the parsley, and serve', 'Total cooking time: 20 minutes']",True,False,False,False,True,Follicular,False,False,True,True,False
64d104c68a3a343dcd6553f4,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Cranberry_Hash_Adjusted_generated_64d104c68a3a343dcd6553f4.jpeg,64d104c68a3a343dcd6553f4,Chicken Cranberry Hash - Adjusted,"['2 1/2 c Ff Hash Brown Potatoes; Frozen', '1 1/2 c Skinless Boneless Chicken Breast; Cooked, Diced', '1/3 c Thin Sliced Green Onions', '1/2 c Dried Cranberries; Note 1', '1/4 ts Crumbled Dried Sage', '1/8 ts Salt And Pepper; To Taste', '5 ts Vegetable Oil']",4,"['Note 1: or use any sweet dried fruit of your choice Note 2: Original recipe used 1/3 C half-and-half Diced the chicken and put into hot frying pan that has (1/2 Tbsp) small amount of oil; cooked about half way', 'Add everything except the milk and cranberries in and cook on high heat for 5 min', 'Add cranberries and continue to cook on high heat for about another 12 - 15 min', 'Original Recipe: Mix together in a large bowl the potatoes, diced chicken, 1C sliced onions, cranberries, 1 Tbsp sage, salt and pepper, milk', 'Put in hot frying pan with the oil', 'Cook covered for 20 - 25 min, stirring every 5 min or so', 'Plate This was quite good', 'NOTES : Cal 224', '9 Total Fat 7', '2g Sat Fat 1', '1g Carb 16g Fib 1', '6g Pro 22', '6g Sod 129mg CFF 29', '5%']",True,True,False,False,True,Menstrual,True,False,True,True,False
64d104d08a3a343dcd65559f,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Leek_and_Broccoli_Casserole_generated_64d104d08a3a343dcd65559f.jpeg,64d104d08a3a343dcd65559f,"Chicken, Leek and Broccoli Casserole","['4 Chicken breasts', '1 lb Fresh leeks', '1 lb Broccoli', '1/2 pt Chicken stock; (or use a tin of soup)', 'Breadcrumbs; (a bit more than a quarter of a pint)']",1,"[""There's a proper Welsh name for this, but in all the excitement I've forgotten it! Preheat the oven to 160 Centigrade (moderate oven)"", 'Cook the chicken separately in a microwave oven, and cut into bite-sized pieces', 'Part cook the leeks and broccoli (about 5 mins in the stock or soup in a casserole dish on a hotplate), and then add the chicken', 'Season to taste, and cover with breadcrumbs', 'Cover and place in a moderate oven for about an hour', 'Remove from the oven, remove the cover, and place under a hot grill until brown', 'Serve straight from the casserole dish']",True,False,False,False,True,Follicular,False,False,True,True,False
64d104c38a3a343dcd65535e,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Quinoa_and_Corn_Stew_r_T__generated_64d104c38a3a343dcd65535e.jpeg,64d104c38a3a343dcd65535e,"Chicken, Quinoa and Corn Stew <r T>","['2 1/2 c Frozen Corn Kernels', '3/4 c Orzo', '1 c Quinoa', '10 c Water', '4 tb Nonfat Veg Chicken Broth; Low Sod, *Note', '4 Skinless Boneless Chicken Breast Halves; **Note', '2 Shallots; Chopped Fine', '1 Clove Garlic; Minced', '1/2 ts Canola Oil', '2 Bay Leaves', '1/2 ts Dried Thyme', '1/2 ts Dried Oregano', '1/2 ts Dried Marjoram']",8,"['*NOTE: I used 4 Tbsp nonfat vegetarian chicken broth that I get at Whole Foods in the bulk bins', 'It has the best flavor of any I have ever tasted', 'You could use a combination of liquid canned broth and powdered broth to give the canned broth more flavor', '**NOTE: I sliced the chicken breast halves into 1/2"" wide slices and then diagonally cut the slices to a little larger then bite size (do it how you prefer it) Cook over med-high heat in nonstick skillet the prepared chicken strips in the canola oil', ""Add the shallot and garlic and cook till the chicken doesn't look pink"", 'Be careful to not overcook the chicken or it will become tough', 'It took about 8 - 10 minutes for me to accomplish this part', 'Put the frozen corn kernels and orzo into the soup pot', 'Rinse the quinoa very, very well in a strainer under continuous running cool water', 'When the draining water runs clear then drain the quinoa and add it to the pot', 'Add the vegetarian chicken broth (or nonfat chicken broth), water, bay leaves and seasonings to the pot', 'Bring to a boil and then lower to a moderate simmer', 'Cook for 30 minutes', 'Season with salt and pepper if desired', 'We thought this tasted wonderful', 'It was nice and thick and wonderful for a winter meal']",True,True,False,False,True,Ovulatory,False,False,True,True,False
64d104d48a3a343dcd655636,https://nourishus.s3.us-east-2.amazonaws.com/recipeimages/Chicken_Scalloppine_generated_64d104d48a3a343dcd655636.jpeg,64d104d48a3a343dcd655636,Chicken Scalloppine,"['1 lb Chicken cutlets, sliced thin', '1 tb Flour', '1 sm Onion, sliced', '1/2 c Dry white wine', '1/4 lb Mushrooms, sliced', '3 tb Butter', '2 Garlic cloves, sliced', 'Pinch of sage', 'Pinch of nutmeg', '1/2 c Tomato puree', '1 tb Stuffed green olives, sliced', 'Salt/pepper']",4,"['Saute mushrooms in 1 T of butter, set aside', 'In same pan, saute garlic in 2 T butter until light golden in color, then discard garlic', 'Add chicken to pan and saute until brown', 'Sprinkle chicken with flour, salt, pepper, sage, and nutmeg', 'Add onions, wine, and tomato puree', 'Cover and cook about 20 minutes or until tender', 'Stir several times while cooking', 'When chicken is tender, add mushrooms and olives', 'Cook additional 5-7 minutes', 'Add a bit more wine if sauce becomes too thick during cooking']",False,False,False,False,True,Menstrual,True,False,True,True,False
